0,2,5,11,14,15
0,2,5,11,14,25
0,2,5,11,14,31
0,2,5,9,11,14
0,2,5,11,14,17
0,2,5,11,14,26
0,2,5,11,14,28
0,2,5,11,14,37
0,2,5,11,15,25
0,2,5,11,15,31
0,2,5,9,11,15
0,2,5,11,15,17
0,2,5,11,15,26
0,2,5,11,15,28
0,2,5,11,15,37
0,2,5,11,25,31
0,2,5,9,11,25
0,2,5,11,17,25
0,2,5,11,25,26
0,2,5,11,25,28
0,2,5,11,25,37
0,2,5,9,11,31
0,2,5,11,17,31
0,2,5,11,26,31
0,2,5,11,28,31
0,2,5,11,31,37
0,2,5,9,11,17
0,2,5,9,11,26
0,2,5,9,11,28
0,2,5,9,11,37
0,2,5,11,17,26
0,2,5,11,17,28
0,2,5,11,17,37
0,2,5,11,26,28
0,2,5,11,26,37
0,2,5,11,28,37
0,2,5,14,15,25
0,2,5,14,15,31
0,2,5,9,14,15
0,2,5,14,15,17
0,2,5,14,15,26
0,2,5,14,15,28
0,2,5,14,15,37
0,2,5,14,25,31
0,2,5,9,14,25
0,2,5,14,17,25
0,2,5,14,25,26
0,2,5,14,25,28
0,2,5,14,25,37
0,2,5,9,14,31
0,2,5,14,17,31
0,2,5,14,26,31
0,2,5,14,28,31
0,2,5,14,31,37
0,2,5,9,14,17
0,2,5,9,14,26
0,2,5,9,14,28
0,2,5,9,14,37
0,2,5,14,17,26
0,2,5,14,17,28
0,2,5,14,17,37
0,2,5,14,26,28
0,2,5,14,26,37
0,2,5,14,28,37
0,2,5,15,25,31
0,2,5,9,15,25
0,2,5,15,17,25
0,2,5,15,25,26
0,2,5,15,25,28
0,2,5,15,25,37
0,2,5,9,15,31
0,2,5,15,17,31
0,2,5,15,26,31
0,2,5,15,28,31
0,2,5,15,31,37
0,2,5,9,15,17
0,2,5,9,15,26
0,2,5,9,15,28
0,2,5,9,15,37
0,2,5,15,17,26
0,2,5,15,17,28
0,2,5,15,17,37
0,2,5,15,26,28
0,2,5,15,26,37
0,2,5,15,28,37
0,2,5,9,25,31
0,2,5,17,25,31
0,2,5,25,26,31
0,2,5,25,28,31
0,2,5,25,31,37
0,2,5,9,17,25
0,2,5,9,25,26
0,2,5,9,25,28
0,2,5,9,25,37
0,2,5,17,25,26
0,2,5,17,25,28
0,2,5,17,25,37
0,2,5,25,26,28
0,2,5,25,26,37
0,2,5,25,28,37
0,2,5,9,17,31
0,2,5,9,26,31
0,2,5,9,28,31
0,2,5,9,31,37
0,2,5,17,26,31
0,2,5,17,28,31
0,2,5,17,31,37
0,2,5,26,28,31
0,2,5,26,31,37
0,2,5,28,31,37
0,2,5,9,17,26
0,2,5,9,17,28
