2	3	10	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	16	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	17	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	21	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	21	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	21	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	21	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	21	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	23	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	23	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	23	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	23	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	3	10	24	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
