1000 -  02-10-27-41-42
1001 -  02-10-28-29-31
1002 -  02-10-28-29-34
1003 -  02-10-28-29-40
1004 -  02-10-28-29-41
1005 -  02-10-28-29-42
1006 -  02-10-28-31-34
1007 -  02-10-28-31-40
1008 -  02-10-28-31-41
1009 -  02-10-28-31-42
1010 -  02-10-28-34-40
1011 -  02-10-28-34-41
1012 -  02-10-28-34-42
1013 -  02-10-28-40-41
1014 -  02-10-28-40-42
1015 -  02-10-28-41-42
1016 -  02-10-29-31-34
1017 -  02-10-29-31-40
1018 -  02-10-29-31-41
1019 -  02-10-29-31-42
1020 -  02-10-29-34-40
1021 -  02-10-29-34-41
1022 -  02-10-29-34-42
1023 -  02-10-29-40-41
1024 -  02-10-29-40-42
1025 -  02-10-29-41-42
1026 -  02-10-31-34-40
1027 -  02-10-31-34-41
1028 -  02-10-31-34-42
1029 -  02-10-31-40-41
1030 -  02-10-31-40-42
1031 -  02-10-31-41-42
1032 -  02-10-34-40-41
1033 -  02-10-34-40-42
1034 -  02-10-34-41-42
1035 -  02-10-40-41-42
1036 -  02-12-16-20-27
1037 -  02-12-16-20-28
1038 -  02-12-16-20-29
1039 -  02-12-16-20-31
1040 -  02-12-16-20-34
1041 -  02-12-16-20-40
1042 -  02-12-16-20-41
1043 -  02-12-16-20-42
1044 -  02-12-16-27-28
1045 -  02-12-16-27-29
1046 -  02-12-16-27-31
1047 -  02-12-16-27-34
1048 -  02-12-16-27-40
1049 -  02-12-16-27-41
1050 -  02-12-16-27-42
1051 -  02-12-16-28-29
1052 -  02-12-16-28-31
1053 -  02-12-16-28-34
1054 -  02-12-16-28-40
1055 -  02-12-16-28-41
1056 -  02-12-16-28-42
1057 -  02-12-16-29-31
1058 -  02-12-16-29-34
1059 -  02-12-16-29-40
1060 -  02-12-16-29-41
1061 -  02-12-16-29-42
1062 -  02-12-16-31-34
1063 -  02-12-16-31-40
1064 -  02-12-16-31-41
1065 -  02-12-16-31-42
1066 -  02-12-16-34-40
1067 -  02-12-16-34-41
1068 -  02-12-16-34-42
1069 -  02-12-16-40-41
1070 -  02-12-16-40-42
1071 -  02-12-16-41-42
1072 -  02-12-20-27-28
1073 -  02-12-20-27-29
1074 -  02-12-20-27-31
1075 -  02-12-20-27-34
1076 -  02-12-20-27-40
1077 -  02-12-20-27-41
1078 -  02-12-20-27-42
1079 -  02-12-20-28-29
1080 -  02-12-20-28-31
1081 -  02-12-20-28-34
1082 -  02-12-20-28-40
1083 -  02-12-20-28-41
1084 -  02-12-20-28-42
1085 -  02-12-20-29-31
1086 -  02-12-20-29-34
1087 -  02-12-20-29-40
1088 -  02-12-20-29-41
1089 -  02-12-20-29-42
1090 -  02-12-20-31-34
1091 -  02-12-20-31-40
1092 -  02-12-20-31-41
1093 -  02-12-20-31-42
1094 -  02-12-20-34-40
1095 -  02-12-20-34-41
1096 -  02-12-20-34-42
1097 -  02-12-20-40-41
1098 -  02-12-20-40-42
1099 -  02-12-20-41-42
1100 -  02-12-27-28-29
1101 -  02-12-27-28-31
1102 -  02-12-27-28-34
1103 -  02-12-27-28-40
1104 -  02-12-27-28-41
1105 -  02-12-27-28-42
1106 -  02-12-27-29-31
1107 -  02-12-27-29-34
1108 -  02-12-27-29-40
1109 -  02-12-27-29-41
1110 -  02-12-27-29-42
1111 -  02-12-27-31-34
1112 -  02-12-27-31-40
1113 -  02-12-27-31-41
1114 -  02-12-27-31-42
1115 -  02-12-27-34-40
1116 -  02-12-27-34-41
1117 -  02-12-27-34-42
1118 -  02-12-27-40-41
1119 -  02-12-27-40-42
1120 -  02-12-27-41-42
1121 -  02-12-28-29-31
1122 -  02-12-28-29-34
1123 -  02-12-28-29-40
1124 -  02-12-28-29-41
1125 -  02-12-28-29-42
1126 -  02-12-28-31-34
1127 -  02-12-28-31-40
1128 -  02-12-28-31-41
1129 -  02-12-28-31-42
1130 -  02-12-28-34-40
1131 -  02-12-28-34-41
1132 -  02-12-28-34-42
1133 -  02-12-28-40-41
1134 -  02-12-28-40-42
1135 -  02-12-28-41-42
1136 -  02-12-29-31-34
1137 -  02-12-29-31-40
1138 -  02-12-29-31-41
1139 -  02-12-29-31-42
1140 -  02-12-29-34-40
1141 -  02-12-29-34-41
1142 -  02-12-29-34-42
1143 -  02-12-29-40-41
1144 -  02-12-29-40-42
1145 -  02-12-29-41-42
1146 -  02-12-31-34-40
1147 -  02-12-31-34-41
1148 -  02-12-31-34-42
1149 -  02-12-31-40-41
1150 -  02-12-31-40-42
1151 -  02-12-31-41-42
1152 -  02-12-34-40-41
1153 -  02-12-34-40-42
1154 -  02-12-34-41-42
1155 -  02-12-40-41-42
1156 -  02-16-20-27-28
1157 -  02-16-20-27-29
1158 -  02-16-20-27-31
1159 -  02-16-20-27-34
1160 -  02-16-20-27-40
1161 -  02-16-20-27-41
1162 -  02-16-20-27-42
1163 -  02-16-20-28-29
1164 -  02-16-20-28-31
1165 -  02-16-20-28-34
1166 -  02-16-20-28-40
1167 -  02-16-20-28-41
1168 -  02-16-20-28-42
1169 -  02-16-20-29-31
1170 -  02-16-20-29-34
1171 -  02-16-20-29-40
1172 -  02-16-20-29-41
1173 -  02-16-20-29-42
1174 -  02-16-20-31-34
1175 -  02-16-20-31-40
1176 -  02-16-20-31-41
1177 -  02-16-20-31-42
1178 -  02-16-20-34-40
1179 -  02-16-20-34-41
1180 -  02-16-20-34-42
1181 -  02-16-20-40-41
1182 -  02-16-20-40-42
1183 -  02-16-20-41-42
1184 -  02-16-27-28-29
1185 -  02-16-27-28-31
1186 -  02-16-27-28-34
1187 -  02-16-27-28-40
1188 -  02-16-27-28-41
1189 -  02-16-27-28-42
1190 -  02-16-27-29-31
1191 -  02-16-27-29-34
1192 -  02-16-27-29-40
1193 -  02-16-27-29-41
1194 -  02-16-27-29-42
1195 -  02-16-27-31-34
1196 -  02-16-27-31-40
1197 -  02-16-27-31-41
1198 -  02-16-27-31-42
1199 -  02-16-27-34-40
1200 -  02-16-27-34-41
1201 -  02-16-27-34-42
1202 -  02-16-27-40-41
1203 -  02-16-27-40-42
1204 -  02-16-27-41-42
1205 -  02-16-28-29-31
1206 -  02-16-28-29-34
1207 -  02-16-28-29-40
1208 -  02-16-28-29-41
1209 -  02-16-28-29-42
1210 -  02-16-28-31-34
1211 -  02-16-28-31-40
1212 -  02-16-28-31-41
1213 -  02-16-28-31-42
1214 -  02-16-28-34-40
1215 -  02-16-28-34-41
1216 -  02-16-28-34-42
1217 -  02-16-28-40-41
1218 -  02-16-28-40-42
1219 -  02-16-28-41-42
1220 -  02-16-29-31-34
1221 -  02-16-29-31-40
1222 -  02-16-29-31-41
1223 -  02-16-29-31-42
1224 -  02-16-29-34-40
1225 -  02-16-29-34-41
1226 -  02-16-29-34-42
1227 -  02-16-29-40-41
1228 -  02-16-29-40-42
1229 -  02-16-29-41-42
1230 -  02-16-31-34-40
1231 -  02-16-31-34-41
1232 -  02-16-31-34-42
1233 -  02-16-31-40-41
1234 -  02-16-31-40-42
1235 -  02-16-31-41-42
1236 -  02-16-34-40-41
1237 -  02-16-34-40-42
1238 -  02-16-34-41-42
1239 -  02-16-40-41-42
1240 -  02-20-27-28-29
1241 -  02-20-27-28-31
1242 -  02-20-27-28-34
1243 -  02-20-27-28-40
1244 -  02-20-27-28-41
1245 -  02-20-27-28-42
1246 -  02-20-27-29-31
1247 -  02-20-27-29-34
1248 -  02-20-27-29-40
1249 -  02-20-27-29-41
1250 -  02-20-27-29-42
1251 -  02-20-27-31-34
1252 -  02-20-27-31-40
1253 -  02-20-27-31-41
1254 -  02-20-27-31-42
1255 -  02-20-27-34-40
1256 -  02-20-27-34-41
1257 -  02-20-27-34-42
1258 -  02-20-27-40-41
1259 -  02-20-27-40-42
1260 -  02-20-27-41-42
1261 -  02-20-28-29-31
1262 -  02-20-28-29-34
1263 -  02-20-28-29-40
1264 -  02-20-28-29-41
1265 -  02-20-28-29-42
1266 -  02-20-28-31-34
1267 -  02-20-28-31-40
1268 -  02-20-28-31-41
1269 -  02-20-28-31-42
1270 -  02-20-28-34-40
1271 -  02-20-28-34-41
1272 -  02-20-28-34-42
1273 -  02-20-28-40-41
1274 -  02-20-28-40-42
1275 -  02-20-28-41-42
1276 -  02-20-29-31-34
1277 -  02-20-29-31-40
1278 -  02-20-29-31-41
1279 -  02-20-29-31-42
1280 -  02-20-29-34-40
1281 -  02-20-29-34-41
1282 -  02-20-29-34-42
1283 -  02-20-29-40-41
1284 -  02-20-29-40-42
1285 -  02-20-29-41-42
1286 -  02-20-31-34-40
1287 -  02-20-31-34-41
1288 -  02-20-31-34-42
1289 -  02-20-31-40-41
1290 -  02-20-31-40-42
1291 -  02-20-31-41-42
1292 -  02-20-34-40-41
1293 -  02-20-34-40-42
1294 -  02-20-34-41-42
1295 -  02-20-40-41-42
1296 -  02-27-28-29-31
1297 -  02-27-28-29-34
1298 -  02-27-28-29-40
1299 -  02-27-28-29-41
1300 -  02-27-28-29-42
1301 -  02-27-28-31-34
1302 -  02-27-28-31-40
1303 -  02-27-28-31-41
1304 -  02-27-28-31-42
1305 -  02-27-28-34-40
1306 -  02-27-28-34-41
1307 -  02-27-28-34-42
1308 -  02-27-28-40-41
1309 -  02-27-28-40-42
1310 -  02-27-28-41-42
1311 -  02-27-29-31-34
1312 -  02-27-29-31-40
1313 -  02-27-29-31-41
1314 -  02-27-29-31-42
1315 -  02-27-29-34-40
1316 -  02-27-29-34-41
1317 -  02-27-29-34-42
1318 -  02-27-29-40-41
1319 -  02-27-29-40-42
1320 -  02-27-29-41-42
1321 -  02-27-31-34-40
1322 -  02-27-31-34-41
1323 -  02-27-31-34-42
1324 -  02-27-31-40-41
1325 -  02-27-31-40-42
1326 -  02-27-31-41-42
1327 -  02-27-34-40-41
1328 -  02-27-34-40-42
1329 -  02-27-34-41-42
1330 -  02-27-40-41-42
1331 -  02-28-29-31-34
1332 -  02-28-29-31-40
1333 -  02-28-29-31-41
1334 -  02-28-29-31-42
1335 -  02-28-29-34-40
1336 -  02-28-29-34-41
1337 -  02-28-29-34-42
1338 -  02-28-29-40-41
1339 -  02-28-29-40-42
1340 -  02-28-29-41-42
1341 -  02-28-31-34-40
1342 -  02-28-31-34-41
1343 -  02-28-31-34-42
1344 -  02-28-31-40-41
1345 -  02-28-31-40-42
1346 -  02-28-31-41-42
1347 -  02-28-34-40-41
1348 -  02-28-34-40-42
1349 -  02-28-34-41-42
1350 -  02-28-40-41-42
1351 -  02-29-31-34-40
1352 -  02-29-31-34-41
1353 -  02-29-31-34-42
1354 -  02-29-31-40-41
1355 -  02-29-31-40-42
1356 -  02-29-31-41-42
1357 -  02-29-34-40-41
1358 -  02-29-34-40-42
1359 -  02-29-34-41-42
1360 -  02-29-40-41-42
1361 -  02-31-34-40-41
1362 -  02-31-34-40-42
1363 -  02-31-34-41-42
1364 -  02-31-40-41-42
1365 -  02-34-40-41-42
1366 -  03-08-09-10-12
1367 -  03-08-09-10-16
1368 -  03-08-09-10-20
1369 -  03-08-09-10-27
1370 -  03-08-09-10-28
1371 -  03-08-09-10-29
1372 -  03-08-09-10-31
1373 -  03-08-09-10-34
1374 -  03-08-09-10-40
1375 -  03-08-09-10-41
1376 -  03-08-09-10-42
1377 -  03-08-09-12-16
1378 -  03-08-09-12-20
1379 -  03-08-09-12-27
1380 -  03-08-09-12-28
1381 -  03-08-09-12-29
1382 -  03-08-09-12-31
1383 -  03-08-09-12-34
1384 -  03-08-09-12-40
1385 -  03-08-09-12-41
1386 -  03-08-09-12-42
1387 -  03-08-09-16-20
1388 -  03-08-09-16-27
1389 -  03-08-09-16-28
1390 -  03-08-09-16-29
1391 -  03-08-09-16-31
1392 -  03-08-09-16-34
1393 -  03-08-09-16-40
1394 -  03-08-09-16-41
1395 -  03-08-09-16-42
1396 -  03-08-09-20-27
1397 -  03-08-09-20-28
1398 -  03-08-09-20-29
1399 -  03-08-09-20-31
1400 -  03-08-09-20-34
1401 -  03-08-09-20-40
1402 -  03-08-09-20-41
1403 -  03-08-09-20-42
1404 -  03-08-09-27-28
1405 -  03-08-09-27-29
1406 -  03-08-09-27-31
1407 -  03-08-09-27-34
1408 -  03-08-09-27-40
1409 -  03-08-09-27-41
1410 -  03-08-09-27-42
1411 -  03-08-09-28-29
1412 -  03-08-09-28-31
1413 -  03-08-09-28-34
1414 -  03-08-09-28-40
1415 -  03-08-09-28-41
1416 -  03-08-09-28-42
1417 -  03-08-09-29-31
1418 -  03-08-09-29-34
1419 -  03-08-09-29-40
1420 -  03-08-09-29-41
1421 -  03-08-09-29-42
1422 -  03-08-09-31-34
1423 -  03-08-09-31-40
1424 -  03-08-09-31-41
1425 -  03-08-09-31-42
1426 -  03-08-09-34-40
1427 -  03-08-09-34-41
1428 -  03-08-09-34-42
1429 -  03-08-09-40-41
1430 -  03-08-09-40-42
1431 -  03-08-09-41-42
1432 -  03-08-10-12-16
1433 -  03-08-10-12-20
1434 -  03-08-10-12-27
1435 -  03-08-10-12-28
1436 -  03-08-10-12-29
1437 -  03-08-10-12-31
1438 -  03-08-10-12-34
1439 -  03-08-10-12-40
1440 -  03-08-10-12-41
1441 -  03-08-10-12-42
1442 -  03-08-10-16-20
1443 -  03-08-10-16-27
1444 -  03-08-10-16-28
1445 -  03-08-10-16-29
1446 -  03-08-10-16-31
1447 -  03-08-10-16-34
1448 -  03-08-10-16-40
1449 -  03-08-10-16-41
1450 -  03-08-10-16-42
1451 -  03-08-10-20-27
1452 -  03-08-10-20-28
1453 -  03-08-10-20-29
1454 -  03-08-10-20-31
1455 -  03-08-10-20-34
1456 -  03-08-10-20-40
1457 -  03-08-10-20-41
1458 -  03-08-10-20-42
1459 -  03-08-10-27-28
1460 -  03-08-10-27-29
1461 -  03-08-10-27-31
1462 -  03-08-10-27-34
1463 -  03-08-10-27-40
1464 -  03-08-10-27-41
1465 -  03-08-10-27-42
1466 -  03-08-10-28-29
1467 -  03-08-10-28-31
1468 -  03-08-10-28-34
1469 -  03-08-10-28-40
1470 -  03-08-10-28-41
1471 -  03-08-10-28-42
1472 -  03-08-10-29-31
1473 -  03-08-10-29-34
1474 -  03-08-10-29-40
1475 -  03-08-10-29-41
1476 -  03-08-10-29-42
1477 -  03-08-10-31-34
1478 -  03-08-10-31-40
1479 -  03-08-10-31-41
1480 -  03-08-10-31-42
1481 -  03-08-10-34-40
1482 -  03-08-10-34-41
1483 -  03-08-10-34-42
1484 -  03-08-10-40-41
1485 -  03-08-10-40-42
1486 -  03-08-10-41-42
1487 -  03-08-12-16-20
1488 -  03-08-12-16-27
1489 -  03-08-12-16-28
1490 -  03-08-12-16-29
1491 -  03-08-12-16-31
1492 -  03-08-12-16-34
1493 -  03-08-12-16-40
1494 -  03-08-12-16-41
1495 -  03-08-12-16-42
1496 -  03-08-12-20-27
1497 -  03-08-12-20-28
1498 -  03-08-12-20-29
1499 -  03-08-12-20-31
1500 -  03-08-12-20-34
1501 -  03-08-12-20-40
1502 -  03-08-12-20-41
1503 -  03-08-12-20-42
1504 -  03-08-12-27-28
1505 -  03-08-12-27-29
1506 -  03-08-12-27-31
1507 -  03-08-12-27-34
1508 -  03-08-12-27-40
1509 -  03-08-12-27-41
1510 -  03-08-12-27-42
1511 -  03-08-12-28-29
1512 -  03-08-12-28-31
1513 -  03-08-12-28-34
1514 -  03-08-12-28-40
1515 -  03-08-12-28-41
1516 -  03-08-12-28-42
1517 -  03-08-12-29-31
1518 -  03-08-12-29-34
1519 -  03-08-12-29-40
1520 -  03-08-12-29-41
1521 -  03-08-12-29-42
1522 -  03-08-12-31-34
1523 -  03-08-12-31-40
1524 -  03-08-12-31-41
1525 -  03-08-12-31-42
1526 -  03-08-12-34-40
1527 -  03-08-12-34-41
1528 -  03-08-12-34-42
1529 -  03-08-12-40-41
1530 -  03-08-12-40-42
1531 -  03-08-12-41-42
1532 -  03-08-16-20-27
1533 -  03-08-16-20-28
1534 -  03-08-16-20-29
1535 -  03-08-16-20-31
1536 -  03-08-16-20-34
1537 -  03-08-16-20-40
1538 -  03-08-16-20-41
1539 -  03-08-16-20-42
1540 -  03-08-16-27-28
1541 -  03-08-16-27-29
1542 -  03-08-16-27-31
1543 -  03-08-16-27-34
1544 -  03-08-16-27-40
1545 -  03-08-16-27-41
1546 -  03-08-16-27-42
1547 -  03-08-16-28-29
1548 -  03-08-16-28-31
1549 -  03-08-16-28-34
1550 -  03-08-16-28-40
1551 -  03-08-16-28-41
1552 -  03-08-16-28-42
1553 -  03-08-16-29-31
1554 -  03-08-16-29-34
1555 -  03-08-16-29-40
1556 -  03-08-16-29-41
1557 -  03-08-16-29-42
1558 -  03-08-16-31-34
1559 -  03-08-16-31-40
1560 -  03-08-16-31-41
1561 -  03-08-16-31-42
1562 -  03-08-16-34-40
1563 -  03-08-16-34-41
1564 -  03-08-16-34-42
1565 -  03-08-16-40-41
1566 -  03-08-16-40-42
1567 -  03-08-16-41-42
1568 -  03-08-20-27-28
1569 -  03-08-20-27-29
1570 -  03-08-20-27-31
1571 -  03-08-20-27-34
1572 -  03-08-20-27-40
1573 -  03-08-20-27-41
1574 -  03-08-20-27-42
1575 -  03-08-20-28-29
1576 -  03-08-20-28-31
1577 -  03-08-20-28-34
1578 -  03-08-20-28-40
1579 -  03-08-20-28-41
1580 -  03-08-20-28-42
1581 -  03-08-20-29-31
1582 -  03-08-20-29-34
1583 -  03-08-20-29-40
1584 -  03-08-20-29-41
1585 -  03-08-20-29-42
1586 -  03-08-20-31-34
1587 -  03-08-20-31-40
1588 -  03-08-20-31-41
1589 -  03-08-20-31-42
1590 -  03-08-20-34-40
1591 -  03-08-20-34-41
1592 -  03-08-20-34-42
1593 -  03-08-20-40-41
1594 -  03-08-20-40-42
1595 -  03-08-20-41-42
1596 -  03-08-27-28-29
1597 -  03-08-27-28-31
1598 -  03-08-27-28-34
1599 -  03-08-27-28-40
1600 -  03-08-27-28-41
1601 -  03-08-27-28-42
1602 -  03-08-27-29-31
1603 -  03-08-27-29-34
1604 -  03-08-27-29-40
1605 -  03-08-27-29-41
1606 -  03-08-27-29-42
1607 -  03-08-27-31-34
1608 -  03-08-27-31-40
1609 -  03-08-27-31-41
1610 -  03-08-27-31-42
1611 -  03-08-27-34-40
1612 -  03-08-27-34-41
1613 -  03-08-27-34-42
1614 -  03-08-27-40-41
1615 -  03-08-27-40-42
1616 -  03-08-27-41-42
1617 -  03-08-28-29-31
1618 -  03-08-28-29-34
1619 -  03-08-28-29-40
1620 -  03-08-28-29-41
1621 -  03-08-28-29-42
1622 -  03-08-28-31-34
1623 -  03-08-28-31-40
1624 -  03-08-28-31-41
1625 -  03-08-28-31-42
1626 -  03-08-28-34-40
1627 -  03-08-28-34-41
1628 -  03-08-28-34-42
1629 -  03-08-28-40-41
1630 -  03-08-28-40-42
1631 -  03-08-28-41-42
1632 -  03-08-29-31-34
1633 -  03-08-29-31-40
1634 -  03-08-29-31-41
1635 -  03-08-29-31-42
1636 -  03-08-29-34-40
1637 -  03-08-29-34-41
1638 -  03-08-29-34-42
1639 -  03-08-29-40-41
1640 -  03-08-29-40-42
1641 -  03-08-29-41-42
1642 -  03-08-31-34-40
1643 -  03-08-31-34-41
1644 -  03-08-31-34-42
1645 -  03-08-31-40-41
1646 -  03-08-31-40-42
1647 -  03-08-31-41-42
1648 -  03-08-34-40-41
1649 -  03-08-34-40-42
1650 -  03-08-34-41-42
1651 -  03-08-40-41-42
1652 -  03-09-10-12-16
1653 -  03-09-10-12-20
1654 -  03-09-10-12-27
1655 -  03-09-10-12-28
1656 -  03-09-10-12-29
1657 -  03-09-10-12-31
1658 -  03-09-10-12-34
1659 -  03-09-10-12-40
1660 -  03-09-10-12-41
1661 -  03-09-10-12-42
1662 -  03-09-10-16-20
1663 -  03-09-10-16-27
1664 -  03-09-10-16-28
1665 -  03-09-10-16-29
1666 -  03-09-10-16-31
1667 -  03-09-10-16-34
1668 -  03-09-10-16-40
1669 -  03-09-10-16-41
1670 -  03-09-10-16-42
1671 -  03-09-10-20-27
1672 -  03-09-10-20-28
1673 -  03-09-10-20-29
1674 -  03-09-10-20-31
1675 -  03-09-10-20-34
1676 -  03-09-10-20-40
1677 -  03-09-10-20-41
1678 -  03-09-10-20-42
1679 -  03-09-10-27-28
1680 -  03-09-10-27-29
1681 -  03-09-10-27-31
1682 -  03-09-10-27-34
1683 -  03-09-10-27-40
1684 -  03-09-10-27-41
1685 -  03-09-10-27-42
1686 -  03-09-10-28-29
1687 -  03-09-10-28-31
1688 -  03-09-10-28-34
1689 -  03-09-10-28-40
1690 -  03-09-10-28-41
1691 -  03-09-10-28-42
1692 -  03-09-10-29-31
1693 -  03-09-10-29-34
1694 -  03-09-10-29-40
1695 -  03-09-10-29-41
1696 -  03-09-10-29-42
1697 -  03-09-10-31-34
1698 -  03-09-10-31-40
1699 -  03-09-10-31-41
1700 -  03-09-10-31-42
1701 -  03-09-10-34-40
1702 -  03-09-10-34-41
1703 -  03-09-10-34-42
1704 -  03-09-10-40-41
1705 -  03-09-10-40-42
1706 -  03-09-10-41-42
1707 -  03-09-12-16-20
1708 -  03-09-12-16-27
1709 -  03-09-12-16-28
1710 -  03-09-12-16-29
1711 -  03-09-12-16-31
1712 -  03-09-12-16-34
1713 -  03-09-12-16-40
1714 -  03-09-12-16-41
1715 -  03-09-12-16-42
1716 -  03-09-12-20-27
1717 -  03-09-12-20-28
1718 -  03-09-12-20-29
1719 -  03-09-12-20-31
1720 -  03-09-12-20-34
1721 -  03-09-12-20-40
1722 -  03-09-12-20-41
1723 -  03-09-12-20-42
1724 -  03-09-12-27-28
1725 -  03-09-12-27-29
1726 -  03-09-12-27-31
1727 -  03-09-12-27-34
1728 -  03-09-12-27-40
1729 -  03-09-12-27-41
1730 -  03-09-12-27-42
1731 -  03-09-12-28-29
1732 -  03-09-12-28-31
1733 -  03-09-12-28-34
1734 -  03-09-12-28-40
1735 -  03-09-12-28-41
1736 -  03-09-12-28-42
1737 -  03-09-12-29-31
1738 -  03-09-12-29-34
1739 -  03-09-12-29-40
1740 -  03-09-12-29-41
1741 -  03-09-12-29-42
1742 -  03-09-12-31-34
1743 -  03-09-12-31-40
1744 -  03-09-12-31-41
1745 -  03-09-12-31-42
1746 -  03-09-12-34-40
1747 -  03-09-12-34-41
1748 -  03-09-12-34-42
1749 -  03-09-12-40-41
1750 -  03-09-12-40-42
1751 -  03-09-12-41-42
1752 -  03-09-16-20-27
1753 -  03-09-16-20-28
1754 -  03-09-16-20-29
1755 -  03-09-16-20-31
1756 -  03-09-16-20-34
1757 -  03-09-16-20-40
1758 -  03-09-16-20-41
1759 -  03-09-16-20-42
1760 -  03-09-16-27-28
1761 -  03-09-16-27-29
1762 -  03-09-16-27-31
1763 -  03-09-16-27-34
1764 -  03-09-16-27-40
1765 -  03-09-16-27-41
1766 -  03-09-16-27-42
1767 -  03-09-16-28-29
1768 -  03-09-16-28-31
1769 -  03-09-16-28-34
1770 -  03-09-16-28-40
1771 -  03-09-16-28-41
1772 -  03-09-16-28-42
1773 -  03-09-16-29-31
1774 -  03-09-16-29-34
1775 -  03-09-16-29-40
1776 -  03-09-16-29-41
1777 -  03-09-16-29-42
1778 -  03-09-16-31-34
1779 -  03-09-16-31-40
1780 -  03-09-16-31-41
1781 -  03-09-16-31-42
1782 -  03-09-16-34-40
1783 -  03-09-16-34-41
1784 -  03-09-16-34-42
1785 -  03-09-16-40-41
1786 -  03-09-16-40-42
1787 -  03-09-16-41-42
1788 -  03-09-20-27-28
1789 -  03-09-20-27-29
1790 -  03-09-20-27-31
1791 -  03-09-20-27-34
1792 -  03-09-20-27-40
1793 -  03-09-20-27-41
1794 -  03-09-20-27-42
1795 -  03-09-20-28-29
1796 -  03-09-20-28-31
1797 -  03-09-20-28-34
1798 -  03-09-20-28-40
1799 -  03-09-20-28-41
1800 -  03-09-20-28-42
1801 -  03-09-20-29-31
1802 -  03-09-20-29-34
1803 -  03-09-20-29-40
1804 -  03-09-20-29-41
1805 -  03-09-20-29-42
1806 -  03-09-20-31-34
1807 -  03-09-20-31-40
1808 -  03-09-20-31-41
1809 -  03-09-20-31-42
1810 -  03-09-20-34-40
1811 -  03-09-20-34-41
1812 -  03-09-20-34-42
1813 -  03-09-20-40-41
1814 -  03-09-20-40-42
1815 -  03-09-20-41-42
1816 -  03-09-27-28-29
1817 -  03-09-27-28-31
1818 -  03-09-27-28-34
1819 -  03-09-27-28-40
1820 -  03-09-27-28-41
1821 -  03-09-27-28-42
1822 -  03-09-27-29-31
1823 -  03-09-27-29-34
1824 -  03-09-27-29-40
1825 -  03-09-27-29-41
1826 -  03-09-27-29-42
1827 -  03-09-27-31-34
1828 -  03-09-27-31-40
1829 -  03-09-27-31-41
1830 -  03-09-27-31-42
1831 -  03-09-27-34-40
1832 -  03-09-27-34-41
1833 -  03-09-27-34-42
1834 -  03-09-27-40-41
1835 -  03-09-27-40-42
1836 -  03-09-27-41-42
1837 -  03-09-28-29-31
1838 -  03-09-28-29-34
1839 -  03-09-28-29-40
1840 -  03-09-28-29-41
1841 -  03-09-28-29-42
1842 -  03-09-28-31-34
1843 -  03-09-28-31-40
1844 -  03-09-28-31-41
1845 -  03-09-28-31-42
1846 -  03-09-28-34-40
1847 -  03-09-28-34-41
1848 -  03-09-28-34-42
1849 -  03-09-28-40-41
1850 -  03-09-28-40-42
1851 -  03-09-28-41-42
1852 -  03-09-29-31-34
1853 -  03-09-29-31-40
1854 -  03-09-29-31-41
1855 -  03-09-29-31-42
1856 -  03-09-29-34-40
1857 -  03-09-29-34-41
1858 -  03-09-29-34-42
1859 -  03-09-29-40-41
1860 -  03-09-29-40-42
1861 -  03-09-29-41-42
1862 -  03-09-31-34-40
1863 -  03-09-31-34-41
1864 -  03-09-31-34-42
1865 -  03-09-31-40-41
1866 -  03-09-31-40-42
1867 -  03-09-31-41-42
1868 -  03-09-34-40-41
1869 -  03-09-34-40-42
1870 -  03-09-34-41-42
1871 -  03-09-40-41-42
1872 -  03-10-12-16-20
1873 -  03-10-12-16-27
1874 -  03-10-12-16-28
1875 -  03-10-12-16-29
1876 -  03-10-12-16-31
1877 -  03-10-12-16-34
1878 -  03-10-12-16-40
1879 -  03-10-12-16-41
1880 -  03-10-12-16-42
1881 -  03-10-12-20-27
1882 -  03-10-12-20-28
1883 -  03-10-12-20-29
1884 -  03-10-12-20-31
1885 -  03-10-12-20-34
1886 -  03-10-12-20-40
1887 -  03-10-12-20-41
1888 -  03-10-12-20-42
1889 -  03-10-12-27-28
1890 -  03-10-12-27-29
1891 -  03-10-12-27-31
1892 -  03-10-12-27-34
1893 -  03-10-12-27-40
1894 -  03-10-12-27-41
1895 -  03-10-12-27-42
1896 -  03-10-12-28-29
1897 -  03-10-12-28-31
1898 -  03-10-12-28-34
1899 -  03-10-12-28-40
1900 -  03-10-12-28-41
1901 -  03-10-12-28-42
1902 -  03-10-12-29-31
1903 -  03-10-12-29-34
1904 -  03-10-12-29-40
1905 -  03-10-12-29-41
1906 -  03-10-12-29-42
1907 -  03-10-12-31-34
1908 -  03-10-12-31-40
1909 -  03-10-12-31-41
1910 -  03-10-12-31-42
1911 -  03-10-12-34-40
1912 -  03-10-12-34-41
1913 -  03-10-12-34-42
1914 -  03-10-12-40-41
1915 -  03-10-12-40-42
1916 -  03-10-12-41-42
1917 -  03-10-16-20-27
1918 -  03-10-16-20-28
1919 -  03-10-16-20-29
1920 -  03-10-16-20-31
1921 -  03-10-16-20-34
1922 -  03-10-16-20-40
1923 -  03-10-16-20-41
1924 -  03-10-16-20-42
1925 -  03-10-16-27-28
1926 -  03-10-16-27-29
1927 -  03-10-16-27-31
1928 -  03-10-16-27-34
1929 -  03-10-16-27-40
1930 -  03-10-16-27-41
1931 -  03-10-16-27-42
1932 -  03-10-16-28-29
